cc_number|cc_expiry|cc_provider|cc_ccv|cc_card_type|client_id|token
30365927626557|12/31|JCB 15 digit|136|Gold|b36b1709-a9a8-4826-9476-816353270dcb|9d4afa585a09f525334975aafa321ca0a0ec3023a3f13413c6473ae7560bf377
501870256986|03/24|JCB 16 digit|689|Gold|db65bc29-59a7-4f97-8712-2dffa2585978|30ba6bd25d70560fb42b43ceb987305eedd7b0a394b10f467bf65f0be914dc75
4935907650538018|07/26|Discover|088|Platinum|28a60745-caf7-4bac-b77c-9d9a316db9b1|642196c6fcec5a2f5584ba6707c0bb2288103a5659166fa194abe619f5f5c80a
30261057917736|10/16|JCB 16 digit|559|Gold|dfa8e54d-16cd-4b27-a484-5c911036c964|4dc9fdd4e16102a2d59a55b560ce5c90ed7969e9fbea0d051e3b27db2fe9de0d
180018675666550|04/15|Mastercard|601|Platinum|f7548cb1-2814-4505-bfbf-46503b82c935|7bd560df46340de8bce96076fc71e350b804c780b625477937769cb7341cd409
30062943126015|11/20|VISA 16 digit|873|Classic|da5103b7-63c1-4f49-91fb-84b0776e2d1e|61b5e05c9b4e1413b47567ed6731f68219b34479cdbdbe404650aa21d06b46b8
2272042034366954|08/19|Diners Club / Carte Blanche|075|Gold|91200a85-5a2b-41d0-ae7c-953f3b0748ee|651a92cf4724af7505da3327480d865dd3caffdec93553442a2abc48c5fbf56e
4759054056253281|06/22|American Express|810|Gold|b3de77c4-d454-495d-92ac-fa5c4e5c610d|2589dbf9148c404ebd44f18e95bec754c8f7a5fa7cd6b5fa09945a9a00d14303
4803966485594|06/13|VISA 19 digit|595|Classic|bb790a41-4f4f-456e-b5d0-24d166ef2676|4e69b8086bd415b09c78171351e89fb2d113de04820bedce28b0d07be1421cbf
180094524501728|04/28|VISA 19 digit|341|Classic|c44662d9-6113-4159-a4f0-8298ecb64b6b|19526851930764fdd450816ceaaac7edc49147c54cac19133a11bf8fa0ad592f
630439097878|08/19|JCB 16 digit|082|Platinum|80495af5-e5b5-4c5f-a5a1-260d2db07ea9|328f09847940e2b1eb3ba38918b31425a3df9c88b2d9d05de5c959397c0bd21c
2508315491177189|10/24|VISA 13 digit|780|Gold|ba5d15c3-ef92-4288-a71e-3323546b3279|d5d160e404ad79ca34332826d13343afe559aa3ed163cd3da7a65ea62a313826
30550978184610|06/13|American Express|216|Platinum|bc1bfda8-706b-4e6e-baf4-4fba229dedda|50953c4ad42d9a55cdfc0039603b56b15fe40d36f5b833bab24b1f01d51cc1c5
503863506096|12/22|JCB 16 digit|6008|Platinum|c462db47-22d2-4b35-bca7-b856daaae587|01c0b53b4f8d76bdc01b823de979b2943d4863e3bf8ef94cfbf0ee8a73bce280
4695445922291355|07/30|Maestro|405|Gold|7365bcac-d851-41f3-8b24-71c25b2a8f0f|4c1b74f31fbe0ca23cfae3775f2cd8d329b3a6e3bf04f47e020f73a73d5713e1
4761863761163932|03/30|Discover|140|Gold|5cbea36a-54de-460b-880a-d27d777e5240|b038a8e1203ab7c84aceb81f1f766069adf479b394a4361cecf845565573da72
3503967254597178|02/14|American Express|923|Classic|ea52d007-b7b9-4d46-82cd-14ef32c10599|723ca8ba9b04945a3cfab6cf4a42987fe452645733ea9c1de66b92b068f2240c
180082603587403|04/32|JCB 16 digit|520|Classic|3d31bd61-c390-44fd-a2e5-2d24856c9431|0d0f2152c9ab953cb87d20c924f75612c9b7d7cc809d1f3859397cc1de2d3f50
2240816930691402|02/28|VISA 13 digit|461|Classic|715c2629-7355-46c7-a383-c8c03f82024e|4c02f83e087e7db8c1617d50b3826222797838bf24ca825dc03592f6396209a4
4807366106499677398|12/20|Diners Club / Carte Blanche|5493|Gold|29a5b887-7cae-4229-8aec-012fe70a5d55|edd21dd3d9e97512ff35d8f81329429f16a8468f79ba4ad23853e79a6ce1f358
3570983146690426|10/21|VISA 13 digit|122|Classic|96b72328-1518-45f5-acda-ddddfb2c5236|a2a8a4eeab2337f0c0631ad464a29bb619cffa1346ab61d1fd8e0afd827b4417
5206360438039405|03/21|Maestro|676|Classic|fc0ad8ba-d129-480e-9850-0a8c2a17c7d7|a4417d7be014139290f4b32900babdaccdf041eca7d8915b13733ae29ab05e7c
4841514105376662507|12/21|JCB 16 digit|794|Platinum|a7ac0bdf-622e-49dd-b143-c27aa3d55c6e|205bd69b2e8141b3fc63fefda90d0aa293988b7429f4b7d748777989cb2ae608
2264458766486747|08/22|VISA 13 digit|743|Gold|da008edd-91d0-491c-a3cb-7502bd206250|2f79227766180cb7486475dc5b1052e6ed6fac63c07f5089692164d745e879c4
30116203814148|06/22|VISA 16 digit|847|Platinum|7e4103d5-4003-4f13-910d-41603055df17|2bc4a563c189a5442e7659ee4a94d7600151adc4f36514e8ded0554713c73cb5
6011807294041266|02/16|VISA 16 digit|7616|Gold|f38daff1-f4be-4fa4-841d-620ef16650cd|5d444740cc62d13a1db2af64be332ebca3fbbdadd3339b58d2d689a6e77a53d6
501898110470|10/13|Diners Club / Carte Blanche|591|Classic|f6f49127-f3fb-45da-a4c0-91ca256bf1c0|e0e213115720b171149e564cbd86995725132deebd0dd49f20333a458db33f2a
503805751198|04/14|American Express|721|Classic|8ef45f24-9cf2-4087-90c9-19fa391d5ca0|94942b59d3ef93efd4e270f11ed1c72581edcd267239c22a9d5040d14ec8fe0f
2247373941116709|08/22|JCB 16 digit|865|Platinum|adc1cf8b-d6ac-47ce-9d8f-9820af622803|1b84773f4ec4f99d808fa658a869e1dd6c83532c77ae7f49354ec547c13e1d57
3592394557991994|11/26|JCB 16 digit|477|Gold|077954ab-cb2b-4d22-8a8a-66ce654167dc|dbaf296f6c4ca281cf0276f813de22f0be9937d4d601da544b0da85d0024870e
3531067430455734|03/28|Mastercard|420|Classic|2b51000e-a0d7-41a6-bc0e-8d8d4f4e1e15|da186e226dc1010738bb3183364bc94b4cd7d194002e0807df5096c26938b60f
4965172345901112|10/32|Mastercard|812|Classic|33b7bd86-c1fa-481c-815b-2610d0b4314e|70be916148160373afaa9eadc66f4fbd9f4403be4f9016eb1ac9f7e0b9d7b3ed
4256595830914307|06/13|JCB 16 digit|939|Classic|29156b88-36cf-4adf-9458-de3b17db83f4|913c51726aceb9d99d5bd3787aae80560b69b169caaade62698b61967dac61ac
371527162804572|07/30|JCB 16 digit|411|Platinum|e705500e-4e3d-42e2-84bb-d92663f5e0de|d65e9d75deecbdd52080cf7f397848fd1ccad4ffad6b0d6dd58810c0585a3dce
4651100543920712738|01/22|Diners Club / Carte Blanche|139|Gold|7f4eda2c-0c57-483a-901a-f635116669cc|e337de70eaf32c1c77407360f6b0fa71a2ea6236d91c400e4f99dd89b77564fd
180095420075394|11/29|VISA 19 digit|248|Platinum|40123aec-821a-4315-904d-9b81e584570d|f5091bcbf08973fb81c08a688c3027f79dd880b98c04e484c2b569ef44664193
2390351297101397|12/29|VISA 16 digit|107|Gold|93a5a17d-0efd-40eb-82a3-0e2071577c6c|f50e4ed98864fb35f9501a31fc7b635a80a31477bb1d6dab88354bd8952414c3
676396094432|08/25|Discover|647|Classic|6f4b8edf-47d6-486c-a888-172481a5afde|8dda013741c860e18a98cd00e4a3b1a4c6e0baed301f06cddf1fef84df94e4e7
4304066367246|01/31|VISA 16 digit|007|Platinum|4f4aa32b-b27b-4c0b-8824-69f05cf68ecc|0e6e64fd1da092391de8e0532155ab0589994600e1dc9fdac69ded58e9c34b7c
2230454097459199|02/18|Discover|853|Platinum|1a87d263-f3fe-48b0-a3af-dc382e8aa7ef|281a8517c48626f6959bce323f6ba6de8f2364482174a6e924745730ad320867
4016075535891796|12/19|VISA 13 digit|098|Classic|7cdcedc4-77d3-4a49-8669-001953504f76|1d595da5ceace37b615ffebd6e78c1959ecf2c4e9955efa4900fa67b4020002b
4387126787700705|05/21|JCB 16 digit|297|Classic|a3473005-0376-4a57-b599-2934aedafc6b|c448f8083b0cc8249006b3218acdceb873bb24322b885d853e153db82d6796fb
4111427202360351397|12/15|JCB 16 digit|006|Gold|3e1aa10c-e9e9-40dd-b053-424d71238caf|4d4d09680eed5e2243fe3865d62661ad1f2e2e10a09815a13646f5767fb6fa12
38063932291234|01/24|VISA 16 digit|6572|Gold|a2edfdcb-8a8a-4b4e-8ccd-d4470f892f9a|a6da614dd51186632638073288cf2061d607554a93b5e919f03d86f6fc92b36d
2231531460969570|02/23|American Express|665|Gold|73865e14-e4be-42ef-a12e-8069a4df8b5f|6e01eab338de46a505c1d3c320c808e6881cbdb80520df96d8a8f57c4ea250ff
3501762973683314|10/29|Discover|503|Classic|7874bb3f-c11e-4e65-a1b1-3dbd8ec8932a|a8f078483f987584e9737948c19139672a7b470a3084ea8240c4b71a7fa31450
30589991121449|04/30|JCB 15 digit|140|Classic|791d7173-1bf0-4808-9e0b-04f677887e27|123e5ab306d74c36414656ad9f3ef9be08d3acd4194af5310bf8762bd35f6b5d
371487464461888|11/30|Discover|104|Platinum|7722a3b6-cb9f-44ef-841c-fd1693f599b3|e8f2a4a5c05feb1e1036b0965cd4e86f0ebb48b6b25c10178a8c8cedef9abf25
30252271459381|02/16|JCB 16 digit|699|Gold|17695771-6fd4-4efb-bfeb-4283d0ccb2c8|2a6f13c28c0bcfe022a027fe8e4a370422f37facf818b56be8bd3351dadc46df
060475787556|03/28|VISA 19 digit|884|Platinum|4a23280a-a4e8-4ba5-bdc1-16083965e2a1|f1f4e4957cc1f1dffbd4a4b3e4631a79f893445cee80fe1e5b8ff8f5cc6757f8
4504548801874|04/30|VISA 16 digit|347|Gold|86454c05-2d4d-445e-a14a-5eae491d2a19|37308fca12764b4f991dff258380161285cffe5c3e3f5071693251adee325a40
30003707749188|05/30|VISA 16 digit|294|Platinum|fa7bc532-3683-4c41-b76e-7a3db7474105|66c7bd6f654257241764b5215887bf8f8955b38c7db7f5709024cca3eccd3989
4288906747750|10/20|VISA 16 digit|105|Gold|bb6c297e-a371-496c-bbcb-8d4c3d57ee65|6b7a77974e2ac5e688a076a1ff1ba1901f74a51f7a67a7b370004dc4e4a561fe
4546330267350|06/31|VISA 19 digit|590|Platinum|02108f69-7d25-4262-aae2-270a71cf995d|bb6402c83063439562e31ae7711cc1d3fdbd07c4166777951ba7481509e337f5
3510010094424740|12/30|JCB 16 digit|179|Platinum|f06d1705-c759-443e-8acc-2b716aecea4c|01642a03e74fa2e44980c1ede132b01df09c1db2ffc9eca45695f44b7a414e41
4208251242900|02/31|Diners Club / Carte Blanche|958|Gold|636a58ca-5d4c-4eb4-81c5-59322cb10edd|8e747e6c6023c573e119c9b321796d06931e5064201d0a4f37ba0d220ad61d21
4908917156231176134|07/27|JCB 16 digit|919|Gold|afa4f3d0-1fd8-43bf-92a0-9cf05ef8e359|b2afad537eee6a68a1e5a98c06416b4d4632a44b8988fe6a8911f3877f9caee1
4736827405270|09/14|JCB 15 digit|390|Platinum|c739340b-f1fd-4c99-bdd6-39f40357aff0|ef083fa04c650396ec9171d46f1b367f7f097b3b1c5e856c9c4b009fdbc21396
3504672107949175|01/28|JCB 16 digit|464|Gold|d3aa4b9f-9d01-4afd-bd37-b7fef0de3c10|c8dc75eebe48e85acfc002f63bb08b277bec748dcf0ef03e1082759d65795714
379285164924557|01/23|VISA 16 digit|385|Gold|eb66bb0a-23bf-499a-9307-66a8b389f795|0a0d4c319ef83785a9cc92c4557e522c4e7612a97efb7dc82d516792951470d5
180000728277387|06/21|Discover|222|Gold|fe455729-3477-4f88-a78a-42f527961e19|735d883952c8fc0ba1555369942fd63cb7af004eec43abf51a949b2320538769
3523034589181859|04/16|Diners Club / Carte Blanche|607|Gold|c1f3f3a9-4c31-4a33-9f0b-bb69303b9f42|5eb4b70175a4c68e973458bcfd5f7f235c77427f73dc60ca54ebbd09fb947a98
2261217433704160|07/24|Maestro|971|Classic|ff20de3b-2593-4fe6-a30d-d1487f219cb2|a2771afda8446428be281562ac6e20a39f741a084fff1a8a75dc750b14629dbb
6550121060118077|10/32|VISA 16 digit|782|Gold|63261a7f-6843-4af4-9891-d6ec70a4146f|686a58449bec69debecd41edaf06ed8982bbad9288090a2afdde218c2552bb5b
379965537014810|10/13|American Express|414|Platinum|3a35d5d9-41ac-4557-88b8-1504fcd60f3e|b1887e7dcf7be11bad8cbd5e60de25918e708e856844e463741132c3c15875e3
213123988566876|09/32|Maestro|500|Gold|aa55065b-ee35-445a-83c3-74a7a84dcea4|8f547ddbbad0014f43749b45ae0d163830ad71c648373dce1b096b24b4a33fbc
4929701537579970319|08/18|VISA 13 digit|875|Platinum|e92021a0-8df5-42ec-855d-efb33cfc1714|b35adeb16f2bc2ec438efd3d88e4f34d4b9a6be527ba22c4c7e5e8708438893a
348600453485664|03/23|VISA 13 digit|821|Classic|49a33443-4e92-4661-8e9e-a019b8568b29|2287e73d3f774adf75009d64f4c31db871c998314fdc48dabc67a6703b81458e
30409125206141|01/18|JCB 15 digit|4390|Platinum|55b65968-fe54-4cfa-ae7e-b7c70bc08508|084ec0bac3c99e781b094c2232309a41d2895cdf400e77b2fbd35872e0c96977
2260083402024001|09/27|American Express|887|Gold|02b13996-5522-4d43-8819-884642c464a7|170e1410f764d407f24a06dc0952a6ccdb5cce016fdfee4deae1ccd3cdc5c2eb
4974330971717165|05/22|VISA 19 digit|161|Platinum|b634a5d4-d448-4f70-80a4-454e26e16c77|fd6578a2bdb95815b52043238d770d1b201165d1dedb8e06768dc81ade8fa4da
6558236618139185|03/16|Mastercard|9040|Classic|7d12e81f-ad3f-478b-b773-10618081f923|ce52c19d44f65983a15871640e9489d599b89f1f0e6feeac9dbe999320411e6a
4975171471893808274|04/22|JCB 16 digit|712|Classic|0a87fe1e-5850-4040-8849-ddfdab36d735|0a25e59c6e9c570f221b996165155ecd95fb65898b2ce3feeb430b4ace802a39
2281547839226442|08/21|JCB 15 digit|207|Classic|2f3c8ad5-839d-4667-adbc-63d0986ae31b|21af20f5ca4de7253ae262016db8eaceb51477815fba1249bde61b527d761f56
4786224156741836845|09/21|JCB 15 digit|369|Platinum|ec860679-070f-4b37-a1b9-309f21af9087|525f3bf9f1a1e36ac516e48410cd0b66714b853272a81e32795f2e0fcf8db449
3565692708173690|08/29|JCB 16 digit|744|Gold|a1fc4710-fe3f-47ad-8b4c-aabd2f1ea295|678d5d243cddab77efd45c3fc7a171c7e386bb8e8e494af3b7c7be2189d36bba
346317083534314|05/32|Maestro|526|Platinum|537304b8-510c-468c-8cba-033af15a57cc|c040510857a98307270c9efb8682ab1961e7680f87937b53a295563db6ee1474
6514572971543693|08/13|JCB 15 digit|396|Classic|692bd927-d2a7-4cb7-a4e0-c2d2562dc82e|5e679655d847f0def8ceca9134d01520a7bf3bd897bc66f0250c118822fe96c8
6574868482864470|11/16|Discover|286|Classic|bc75800f-776f-4bc7-b206-62c1b8ea758d|63794809890eef4184abf16b19e81917b273a848839f8aae5ac43873a09e0336
30454728103139|10/15|Mastercard|251|Platinum|71722417-dae2-4781-8830-5d3793486096|5b62107a2f3958e251d4b497f1c0a47aa2f70c65acc59e77e34ac2e50ce6192c
3574397922839493|09/22|JCB 16 digit|095|Gold|7ac6a58d-ff36-4a34-870e-a3fadd288a6b|8ce8ae517dc558d4df472ab20a1c970c4d4ab2600a17ce7ae5c2922ad4e19486
2244007036276530|05/30|Discover|389|Platinum|815479d7-0aac-4911-9e10-b92e56adbab3|f0500cd1e02abd72440493e93898add6a24f6a2f93e4efd5c481ff62a0128c72
585566359105|04/18|Discover|377|Classic|1af6e7bb-2b8d-40b9-986f-3cacce0eec4c|684d64697f31699fa4ff354a0dc1541ea0e706e796808ba043a074a3c9c79211
343857631939567|12/16|Mastercard|217|Gold|dc152b0d-4230-4e9d-b7a1-5af93df1e292|697be0b5f450f32f4f839eecb11354fdc0ac0e1d82a8b546368ea6b23fd6ed5b
346140533819873|03/13|VISA 16 digit|6143|Gold|c1a29375-898c-432e-86e4-8a5141ebba06|73d7cfdc3a16ddefe990422559e41d990f75290294b71b3be1c1a1a0373e8016
3567302913427323|06/16|JCB 16 digit|669|Platinum|854bc246-96e8-42c0-99cb-3985d26cee8a|66e27d0624d58b3a2b0c33a888bb4d289232a2d19c650e6b05245d1ba2d0353d
2261751624857460|08/23|Mastercard|550|Classic|fd87549a-cee3-4cd9-ad17-095170e5be49|f30ff8e2a8c7dee5c75dce1ef167737abe859c779c685bf3666e82036a796a50
3587354524949068|07/27|VISA 19 digit|412|Platinum|1d3b1111-5011-47e6-a37d-abbfe2ff3b98|e219f9da922f88eacc9c19e7cac280ae636330b92e86fd37cf60c8b1dcf9ab94
4533314847506154|06/14|Maestro|609|Platinum|e57632a1-524c-42dc-9573-d63305af790a|e5b88da137d269b40b20885cb250b49dbdfd0ba9756fc0784ef5ed935c37d898
38831666170356|01/29|JCB 16 digit|033|Gold|f79e5862-1f97-49ec-88f2-106484a93a31|88b0e76fd40b770d152adf0490986ee018980d372bd102fc1a84dcdea6035045
6565837833671190|06/15|VISA 16 digit|533|Platinum|b1a2ce64-453d-4517-a283-f78614b743e6|330ca80cbe1d88d58a5c5301cd17c72132bcbf34cf0586c002719989bbcf9fbe
2287558041094092|10/21|VISA 16 digit|3398|Platinum|db9147ce-7f28-45b4-bebd-66f08afcd1be|1f0d22311d33fbadf723bb5890c631845d0ab09cc6021aae5b9e95cd269ffcaf
38638384528959|05/26|Mastercard|0085|Gold|d698c393-93ab-41f4-bbe0-f2b76a50f0e2|39d69b0ee8b55f613ac105c85bc992b7ff5e0d07defdbdef01d178806c5b1b5b
3590822203630915|01/26|VISA 16 digit|221|Platinum|c0dabf99-df35-46eb-87a0-87f0475a018c|90c38aebf6c0bda73e1ef2d22d9c3d520ceaabb51c8c9ed156a76ed5556f6229
371952256115646|11/13|VISA 16 digit|713|Platinum|83556d4d-8e7d-46fe-8b94-dee1883b8499|3a834185d4d48a71f419f198c6f521a3e27783d367ab7023e9a237fecf341afc
6565731247428851|03/14|Diners Club / Carte Blanche|356|Classic|c381f782-5231-4f4d-bf8c-de62d2bc6a8f|3d2921b96c3841c53e1ab8b28bd48acf56d8c27d6aef324853ff96f9f9017bb2
3517650779115031|04/30|Diners Club / Carte Blanche|405|Classic|f7ffcaba-de58-4c6d-b875-6befaa98aa38|c0e1d14a46701767eb43fb08417e7a2db7389ef0e841cd38918de56d85466b51
3525937853498346|10/28|JCB 15 digit|476|Gold|989aa900-0ac3-4e10-af94-681e0a4cda28|07c08d92ed9ef933e95736bd1b3cb13a7e01b969ae95c82268ab4c3588b1fa18
36145545081466|10/32|Discover|041|Platinum|a26133c0-78c4-4e79-8d31-4bfc8ba7427d|58d0d684780814d00cf56a0ef428c67ee692eeb7be6d31590d6368ef0d110558
3556148504114512|04/27|JCB 16 digit|313|Gold|79fcbde2-c00b-41ab-a482-084e507f8bf7|a473233a7ed5b9808945b4811386398932f0dd4040d2e9d01510b7d43bfadc5a
4365773932374|01/32|JCB 16 digit|349|Gold|e24b6d27-3be8-485c-8181-7782badac4cb|fb612442edd1edcffebb43bb06e237aa7c74cbe281298436e8ec17f70c9846ad
3578931009478779|10/31|JCB 15 digit|2050|Platinum|1039a004-209f-4e4d-896c-c662f822cd7f|ca28777cc956efe0903568c38a293b54cb8bba219d3c78596522512cef4fbeac
213153738512540|02/33|Maestro|884|Platinum|e5243192-44bf-4903-9993-0eeda2a01be8|259c8cdac4592dd9d80b74b5e4ec6f36e2f8de736c3b72ad27bffdc7f8127585
4652908190108388|07/16|JCB 16 digit|8691|Platinum|19b41163-3fcb-463c-b088-00959639e7f4|5240a6fd5c4b853ca3c6111691200f90a4c26d1fb004a69afc6b46d019dd966a
3511294594844859|02/31|Mastercard|280|Classic|30e026b5-2ea5-4d94-a2c4-a36334e37d9f|afd083faac622510363d63ac700ce6f33c53a580748089225ee8dcc04d15292e
38003925520306|10/31|Discover|110|Classic|7f862293-886a-47da-8222-b01f313cba7c|9ec0947fb279824baf18c30fe587b4ce59efbb6fabda35ec01c755806e97e65c
180027091975685|03/22|VISA 13 digit|556|Classic|50f12ade-bafb-45c0-8e7d-bc3145524168|ab29d70954aeca23762e26aa05c510778db1a72becead1d97449e38c521256c4
4870606535954336|12/16|Maestro|668|Classic|136913d5-9658-45d5-8bc5-38a3fcdc19f9|4bd4191616a5966321c04a9fb963ec084532d27d87df8cc193a6720646d69250
2287535399573281|05/31|JCB 16 digit|497|Platinum|b2466203-013e-4edc-a28b-5dae08506072|42ccc5d4ffcbe63a326e8de2f7bfe4edc445e8b51bc1ab9c6a6502800e28cfd7
6505542594518217|12/20|JCB 16 digit|3746|Platinum|199c74eb-415e-4aab-a75a-0fb2174d0df9|31157202e7263d08bd3c1bf2361ec1c1541b558b50e5f87bd95a0e88d026ec2c
4747893203854084847|05/23|VISA 19 digit|091|Classic|ed634276-be12-4c6e-b00f-d51ef1b0039a|932dd925fc24c67bc4928d46265b44595f68c95d9155fdfbeed17a7b5e0642c4
30456055329914|09/24|American Express|715|Gold|7db9af72-a202-44a5-ad4b-cc2ca8b609d9|6a37bf025b7fc299a74c07e21919c1a0c086762382ee67d20c6f47558e53e71e
3559786217349284|10/26|VISA 16 digit|025|Classic|4208eb7a-3e7f-44ea-bd9e-65b854944a44|5556c9d3aa4f4a9e2730bdcb7597507b1788c304e8ae4f1fb1f77b5260f218ec
4326982852695038|03/16|Maestro|519|Classic|2e4b5bf7-283b-4488-a9af-47c71611bbb1|56255879a8ec3dfa997829ccce3dcbff9aed64d9e9d4eab4ad31b2d837680e19
4733013623204|11/30|JCB 16 digit|333|Classic|d11d208e-d47f-4112-aad5-6c9403ddeb95|f2af3158ceb3bd46cef2e445a6dd468db069a7b390cd70c4a9a414c320bb7042
3577094725700405|07/32|JCB 16 digit|429|Gold|7a0a3fbe-61a3-4579-b983-3e9f52cd23a6|8ce3868e002b20594671911382930b5ddcebb2546852962aa7cfab3592049209
4788531117218549|09/18|JCB 15 digit|297|Classic|a98ae577-4b68-49e7-a94d-c06ca81f89f4|8958f9a9810e4773b575867aeffb34946732f7e23838020211c2e27cc303f4bc
30179236478034|11/19|American Express|056|Platinum|2987c019-d33d-430a-91e8-f2568b44858e|b66768f2548ac9894c0aa4e87c3881a6640d15d3729c74c2df67e8755a1fb868
6581629623040490|03/19|VISA 16 digit|041|Platinum|8e934d55-7c26-4219-8d47-88bdde10b2fa|4daf5936dda030fcb66434f36a357bbd91cd84a2c24c2dd405860e77ff69ea36
30473556887126|07/26|VISA 16 digit|310|Classic|44030cbe-7df4-4300-aac0-c3ca81359a20|cabcc1c189b65dd9d3ebc4072bd731c661a4818dae83f77260b8a317b51550ac
374795255428529|09/30|VISA 16 digit|839|Classic|7841a2bc-e225-43b6-a1ce-948e04c4a98d|6db704285851c850664c54f0bcf1f3e1554f3e5aa8ab25988c532324a4a38e2b
213125900813880|11/27|JCB 15 digit|759|Classic|73016ea6-fc5a-48a6-9e99-fb632deced22|a5334e9685a69256678bea6135e63e83dae8612b3d54f829abf387902f3eab86
3589197406571882|03/19|Discover|503|Gold|bbea3a51-bf56-45ef-994b-c9863687c9a2|c4904e46daf6d4f434513abec10f4a935370728c25ca7fe2ebd24f93b9097118
348991438863640|10/27|Diners Club / Carte Blanche|517|Gold|34b71880-57cf-4032-aa89-5763e56ee51c|2f5c79d5d8816a081e2b03c99a6c11b858f36aa764bc29987c9e12891f43aecd
3508233487257444|03/30|VISA 13 digit|649|Platinum|61a4629b-bb56-41bc-9a0d-5c44451a708a|2bf77b2b1fe4750602c4b2c35d6d0a254c9710820fa68a87b61488533fe70b1d
4987150998411|04/14|VISA 16 digit|631|Classic|7eff6133-b12f-4c31-8943-4bc6a0390e39|064e0c8ef6b1e2076124d9ec5c96e3bd3ccc1505b8728279516235b229e8940d
4029755819115911815|12/30|Discover|8822|Gold|0301764c-9e26-4884-bc47-c6c1ed60dd64|2695a873b1d2a68c91e7cc0c8a0dcf9228377a7c9a2bee70253beb063fd0109a
3531161510445150|05/29|Mastercard|7485|Classic|effd82da-6dcf-4d5d-9bdb-f41dcd788345|2223b88dfbfd5ddea1a0068f787186ccc0bb846ba4c58a64892d46c4a54ce764
4626050962685013|05/19|Discover|310|Platinum|6ae87695-2780-4e45-98f7-411bc405f6e5|33124ac2972a83f43265cdda6cd33e4b83949dfe2f6b413a52313623a9d91d5f
502050213771|09/21|American Express|768|Gold|7750bc83-77da-42c5-a602-0f8509e5bd95|0a90523c592239f41aa23161c55a6b312ce0689bd01b9796329b415830ea0073
3511103889414767|12/31|VISA 16 digit|347|Gold|76a2bafd-649c-440d-8970-3554e5d3af0a|82b97a1702d996e0bcef5f5db2fc4309f99c56b3730c0722ec3aaa941a1e860d
3558903505990437|12/20|Discover|144|Classic|552c9b07-ccaf-4355-b35a-c4a2ee6c8b12|7853c49bfe1cc52eaacc7420a8d86dfaead862166777adc5c0477a6d8ab26e35
3540473734510290|05/22|Discover|810|Platinum|fa11f604-bdfa-410d-903b-dc1c9c7a3dc3|b4f38569079aa72ae4514ac664c7d3b5e09c1acc299b699a9d24b6b915f20ce2
3551198592782782|02/27|JCB 16 digit|281|Gold|e4ee0e8e-d5e9-4d10-b49d-ac5af1164183|c1d270f916be700117ca28630b65501a17dc46ba1a26c75ac335b2f3bae56775
4883498963725328549|11/20|Discover|435|Classic|f2faa4f0-ee16-48a5-942c-cad84b4be828|7e8007cace1d5a511a03b3aae7cb42c4fcd5569292ca83ab65d72d31e1d81370
501889704737|10/17|JCB 15 digit|2391|Gold|254b7916-18fe-4ebd-b68b-a086733a65f9|49589a6dcf2cacf031540a2f10cc95d2b7b8c16562c58aca7b228134a3240579
374960848152214|08/15|Discover|216|Platinum|ce7c0abd-572d-4d92-92e1-a3b4dbc09ca0|c15f883c8a8489538b0ff120010943d366d6404656efe0b4590e24a17976ce85
676178803760|11/14|American Express|335|Classic|86c103ec-ba02-4e6b-a739-cbaa30e6fb34|e167940616f17d5602645178513f853c7d2757fbd4b8f33feb81959c1b63a656
213126082311362|05/16|VISA 16 digit|629|Platinum|50244e2f-22ae-464a-85c9-7c6fe337b885|7444188e37c4ad598a9a7e7789270cd58071ead60bd8964e49121aabd3d2a88c
30234589028355|09/26|VISA 19 digit|481|Gold|1d1bfa52-c69d-4185-aca7-258a097a9b52|98f6dc6a7624c81e5b54b7fb7a316b30f170ebc12fd3e3147a338ff672c13807
3582665223916123|11/31|American Express|755|Platinum|e90639cc-d46c-4172-ba18-1fa39dbb36b1|319298b98e94581ed55f656fe879b9548f73b0ba061481a3ece2915903556553
6598691340459222|11/27|JCB 16 digit|601|Platinum|1aec3bcf-106e-47a9-945d-0aa906d5d649|3ab39c6ba46fda3c79ee8190a3f99f9d39c497927b3ed18a772351856295e02b
3557802124712860|09/20|JCB 16 digit|526|Gold|a918f274-e561-4586-9bee-0a89c563bc88|34baf8ca7c629d46c2a5c0a2a76e3468d780368e10bb8a95dbd063ed59e24fb9
180095562934994|07/32|VISA 16 digit|421|Gold|927fd212-2da7-46e6-bde1-1e4f27bfab48|06fec0669c87fdf721b540858fd5f5a93eaedd9aba86d8d99f57a1411950e36f
213183051269584|03/15|JCB 16 digit|313|Gold|3a92a496-b529-4479-8697-3f0932111b42|bcd66b0bcde8f369a124fd3f44ba735616fdc87f03c38383eec59608df6bb5a4
676332859435|02/23|JCB 15 digit|285|Platinum|e3048e3b-0d11-401f-9fd3-fe7fa9645f6c|b1f6fcfe6fe2407c34f63163e75f048e2f9da4e3e28951e978d1040514b821e2
38806066053113|02/15|VISA 19 digit|263|Classic|e627cbcd-a146-43e4-8d24-5a37266b6389|aba1ef7e5c8648d059ad50ef1e8e8bd14bc10b4c930173eec42a3dd3d1ec91b9
4004611876405319|02/19|Discover|384|Classic|cb10bbfb-5eb0-4113-a7f4-7b3061023b24|1d56347a010a73de9ecb22d93cdbc24f1df429a817b71cdb8e3a4dfd1cc045ae
